nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
Export Stout London 1890,Stout - Foreign / Export,7.4,30,70,13,88,12,91,49,6,0,8,45,20,120,4.12,4.06,4.0,4.19,4.19
Cazeau Tournay Noire,Stout - Foreign / Export,7.6,30,70,27,96,32,82,109,27,0,48,42,22,134,3.5,4.09,3.65,3.71,3.76
Square Tail Stout,Stout - Foreign / Export,5.8,30,70,12,100,6,63,47,9,0,11,24,23,112,3.86,4.09,3.89,4.05,4.14
Foreign Export Stout,Stout - Foreign / Export,8.0,30,70,20,32,24,68,105,31,0,50,33,19,138,3.73,3.95,3.77,3.83,4.0
Hakim Stout,Stout - Foreign / Export,5.5,30,70,3,52,11,31,63,21,0,27,13,4,82,3.33,3.12,3.07,3.2,3.31
Oesterstout,Stout - Foreign / Export,8.5,30,70,19,86,21,45,64,22,0,25,29,7,90,3.46,3.87,3.63,3.7,3.57
Black Magic Stout,Stout - Foreign / Export,7.6,30,70,15,93,15,78,55,8,0,8,30,6,130,3.57,3.9,3.63,3.65,3.51
Hot Blooded Foreign Stout,Stout - Foreign / Export,7.0,30,70,14,93,13,61,52,8,0,3,23,19,111,4.15,4.4,4.1,4.0,4.15
Extra Stout,Stout - Foreign / Export,5.9,30,70,19,97,2,60,74,14,0,17,35,13,129,3.85,3.96,4.08,3.88,4.0
Extra Stout,Stout - Foreign / Export,5.5,30,70,22,90,14,82,66,23,1,18,43,7,113,3.86,4.0,3.75,3.75,3.68
Jamaica Stout,Stout - Foreign / Export,7.6,30,70,16,32,37,70,109,44,0,48,28,17,122,3.75,3.75,3.56,3.74,3.69
Black Rock Stout,Stout - Foreign / Export,7.3,30,70,23,90,8,64,53,9,0,13,26,3,108,4.0,4.0,4.12,4.25,4.0
Bulls Bay Oyster Stout,Stout - Foreign / Export,5.8,30,70,10,79,8,35,45,3,0,4,16,8,90,4.11,4.22,4.39,4.33,4.44
Strong Back Stout,Stout - Foreign / Export,7.6,30,70,3,52,10,31,30,2,0,2,17,3,67,3.94,4.06,3.83,4.11,4.28
Guinness Foreign Extra Stout (Africa),Stout - Foreign / Export,7.5,30,70,12,93,27,75,117,50,0,48,38,8,111,3.73,4.17,3.62,3.56,3.48
Foreign Export Stout,Stout - Foreign / Export,7.0,30,70,10,46,5,41,32,11,0,6,9,4,64,3.7,3.9,3.7,3.8,3.9
Cascade Stout,Stout - Foreign / Export,5.8,30,70,16,32,8,77,55,11,0,3,34,6,109,3.56,3.39,3.22,3.42,3.61
Tsingtao Stout,Stout - Foreign / Export,7.5,30,70,6,34,11,38,22,7,0,10,17,10,47,3.29,3.64,3.21,3.43,3.64
Starkweather Stout,Stout - Foreign / Export,6.3,30,70,13,51,5,36,31,6,1,7,18,10,55,3.75,4.25,3.75,4.0,4.0
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,7.7,30,70,18,77,28,56,67,13,0,16,27,4,100,3.66,3.66,3.66,3.68,3.74
Guinness Draught,Stout - Irish Dry,4.2,30,40,12,52,5,30,13,3,0,6,18,1,36,3.23,4.2,3.45,3.35,3.69
Guinness Extra Stout (Original),Stout - Irish Dry,5.6,30,40,29,80,12,59,50,15,0,9,34,4,96,3.61,4.11,3.72,3.75,3.74
Murphy's Irish Stout,Stout - Irish Dry,4.0,30,40,15,98,9,36,38,5,0,3,18,4,76,3.49,4.25,3.77,3.67,3.94
Old #38 Stout,Stout - Irish Dry,5.4,30,40,21,74,10,54,49,6,0,8,35,13,94,3.82,3.91,3.71,3.82,3.88
O'Hara's Irish Stout,Stout - Irish Dry,4.3,30,40,21,73,6,76,39,8,0,9,43,6,115,3.77,4.11,3.78,3.87,3.99
Black Sun Stout,Stout - Irish Dry,6.5,30,40,27,93,8,97,65,24,0,31,88,7,113,4.05,4.12,3.98,4.1,4.13
Beamish Irish Stout,Stout - Irish Dry,4.1,30,40,23,62,3,31,17,3,0,1,14,6,51,3.51,4.28,3.8,3.8,4.03
Black Hawk Stout,Stout - Irish Dry,5.2,30,40,16,95,8,51,58,11,0,15,23,9,97,3.52,3.71,3.38,3.53,3.6
Dry Irish Stout,Stout - Irish Dry,4.7,30,40,32,69,2,40,33,14,0,6,24,1,78,3.58,4.25,4.0,4.17,4.17
Love Stout,Stout - Irish Dry,5.5,30,40,8,94,6,62,47,6,2,3,26,6,104,3.73,3.97,3.62,3.76,3.81
Blue Fin Stout,Stout - Irish Dry,4.7,30,40,18,90,8,98,56,13,0,11,57,6,134,3.62,3.93,3.45,3.58,3.63
Guinness Draught Extra Cold,Stout - Irish Dry,4.2,30,40,14,84,8,51,24,1,1,1,24,0,87,3.3,4.13,3.18,3.23,3.58
Donnybrook Stout,Stout - Irish Dry,3.7,30,40,19,94,5,39,24,3,0,2,22,7,63,3.56,4.21,3.91,3.79,4.14
Dark Starr Stout,Stout - Irish Dry,4.2,30,40,18,77,16,68,45,2,1,6,17,6,125,3.6,3.9,3.41,3.52,3.61
O.V.L. Stout,Stout - Irish Dry,4.4,30,40,16,77,2,44,29,8,0,1,22,3,84,3.79,4.31,3.79,3.9,3.95
Oyster Stout,Stout - Irish Dry,5.2,30,40,17,84,14,51,68,6,0,12,39,10,107,3.61,3.8,3.66,3.67,3.73
Black Fly Stout,Stout - Irish Dry,4.1,30,40,26,89,10,61,28,11,0,3,37,11,103,3.73,4.0,3.66,3.84,3.87
Dragoon's Irish Dry Stout,Stout - Irish Dry,4.3,30,40,13,32,6,52,56,10,0,9,22,4,121,3.79,3.93,3.77,3.88,3.99
Dry Stout,Stout - Irish Dry,4.9,30,40,28,78,3,64,30,5,0,3,29,17,93,3.53,3.75,3.44,3.55,3.67
Guinness Extra Stout (Canada),Stout - Irish Dry,5.0,30,40,20,75,7,70,65,23,0,19,53,2,102,3.06,3.79,3.13,3.14,3.12
Black Cab,Stout - Irish Dry,4.5,30,40,19,80,11,59,46,6,0,12,36,8,100,3.5,3.33,3.33,3.5,3.33
Uncle Steve's Irish Stout,Stout - Irish Dry,5.8,30,40,19,100,8,77,44,5,0,2,24,17,122,3.78,3.79,3.57,3.64,3.73
Wrasslers XXXX Stout,Stout - Irish Dry,5.0,30,40,36,87,19,86,54,13,2,13,56,22,123,3.7,4.01,3.72,3.76,3.75
Cobblestone Stout,Stout - Irish Dry,4.2,30,40,15,85,6,43,40,7,0,5,21,20,78,3.85,4.3,3.96,3.89,3.98
O'Reilly's Irish Stout,Stout - Irish Dry,3.6,30,40,23,92,2,56,30,2,0,0,31,7,63,3.59,4.25,3.83,3.76,3.97
Saranac Irish Stout,Stout - Irish Dry,5.5,30,40,13,84,8,68,55,7,0,7,49,8,101,3.51,3.84,3.68,3.76,3.85
Stouterik (The Brussels Stout),Stout - Irish Dry,4.5,30,40,22,65,7,63,59,15,0,21,40,12,89,3.64,3.89,3.75,3.75,3.79
Portsmouth Black Cat Stout,Stout - Irish Dry,5.5,30,40,30,32,8,68,58,7,0,8,29,12,104,3.98,4.09,3.93,4.09,4.15
O'Hara's Leann Folláin,Stout - Irish Dry,6.0,30,40,27,32,11,94,71,9,0,4,65,28,144,3.97,3.94,3.72,4.03,3.88
Three Feet Deep,Stout - Irish Dry,5.5,30,40,33,73,7,46,34,13,0,4,22,4,87,3.77,3.93,3.63,3.69,3.71
Plain Porter,Stout - Irish Dry,5.0,30,40,23,78,8,56,42,10,0,9,35,8,98,3.57,4.07,3.76,3.9,3.93
Hillsborough River Dry Irish Stout (Patio Tools),Stout - Irish Dry,5.5,30,40,30,32,4,54,40,1,0,3,24,23,99,4.0,4.5,4.0,4.0,4.0
Susquehanna Stout,Stout - Irish Dry,5.0,30,40,12,87,7,65,45,4,0,2,24,17,116,3.74,3.96,3.74,3.86,3.89
Irish Style Stout,Stout - Irish Dry,5.73,30,40,16,90,7,51,54,16,0,17,21,10,96,3.6,3.74,3.62,3.79,3.82
La Sang-d'encre,Stout - Irish Dry,5.5,30,40,13,77,10,83,60,20,0,21,54,45,132,3.5,3.8,3.1,3.3,3.2
Celebration Stout,Stout - Irish Dry,6.5,30,40,20,32,26,71,85,22,0,38,49,20,115,4.24,4.03,4.15,4.35,4.21
Black Magic Stout,Stout - Irish Dry,4.8,30,40,13,100,7,76,52,10,1,16,44,12,114,3.62,4.38,3.54,3.62,3.75
Patio Tools,Stout - Irish Dry,5.0,30,40,7,26,1,9,14,0,0,0,0,3,27,3.92,4.08,4.06,4.08,4.15
Friend Of An Irishman Stout,Stout - Irish Dry,4.7,30,40,33,58,15,66,33,11,0,9,22,10,84,3.58,3.14,3.03,3.28,3.35
Guinness Original,Stout - Irish Dry,5.0,30,40,16,65,6,45,32,7,0,4,26,4,66,3.07,3.96,3.39,3.13,3.2
Ring Of Dingle,Stout - Irish Dry,4.8,30,40,17,51,1,35,31,6,0,6,14,14,76,3.75,4.25,4.5,4.25,4.5
Revelation Stout,Stout - Irish Dry,5.0,30,40,29,90,10,43,47,0,0,0,27,10,100,4.0,4.17,4.0,4.0,4.33
Breakfast Stout,Stout - Oatmeal,8.3,20,40,11,96,23,95,62,1,0,3,22,12,165,4.41,4.36,4.39,4.5,4.35
Oatmeal StoutSamuel Smith Old Brewery (Tadcaster),Stout - Oatmeal,5.0,20,40,8,95,8,50,90,12,0,32,42,14,123,4.02,4.25,4.2,4.27,4.24
Wake-n-Bake Coffee Oatmeal Imperial Stout,Stout - Oatmeal,9.4,20,40,13,32,23,25,78,10,0,10,47,21,47,4.22,4.13,4.15,4.27,4.17
Shakespeare Oatmeal Stout,Stout - Oatmeal,5.8,20,40,15,32,9,78,65,11,0,14,49,16,152,4.1,4.34,4.15,4.26,4.19
Velvet Merkin,Stout - Oatmeal,7.8,20,40,2,32,7,19,74,4,0,11,2,31,176,3.92,3.93,3.97,4.06,4.11
Beer Geek Breakfast,Stout - Oatmeal,7.5,20,40,10,87,13,25,62,16,0,25,38,16,138,4.11,4.39,4.08,4.14,4.04
Barney Flats Oatmeal Stout,Stout - Oatmeal,5.8,20,40,12,57,8,46,56,14,0,22,18,4,121,3.95,4.09,3.99,4.1,4.09
The Poet,Stout - Oatmeal,5.2,20,40,11,89,7,49,55,5,0,3,12,7,112,3.84,3.93,3.85,3.94,4.0
Java Head Stout,Stout - Oatmeal,7.5,20,40,2,67,12,101,28,9,0,13,32,1,115,3.68,4.03,3.72,3.82,3.83
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Stout - Oatmeal,9.4,20,40,4,32,7,53,66,9,0,19,39,21,129,4.23,4.07,4.24,4.3,4.14
Oatmeal Stout,Stout - Oatmeal,4.95,20,40,18,32,6,75,56,6,1,7,39,9,151,3.66,3.93,3.6,3.67,3.73
St-Ambroise Oatmeal Stout,Stout - Oatmeal,5.0,20,40,10,72,21,55,54,9,0,16,34,3,132,4.09,4.3,4.06,4.11,4.1
Oatmeal Stout,Stout - Oatmeal,4.5,20,40,9,32,6,39,50,7,1,3,26,5,130,3.72,4.4,4.18,3.97,4.08
8 Ball Stout,Stout - Oatmeal,6.3,20,40,14,64,1,42,43,11,0,11,19,4,94,3.81,3.96,3.82,3.92,3.91
One Oatmeal Stout,Stout - Oatmeal,7.0,20,40,10,89,10,59,40,3,0,5,23,12,118,3.79,3.89,3.82,3.83,3.82
Dragonstooth Stout,Stout - Oatmeal,8.1,20,40,8,32,24,25,60,17,0,18,52,10,171,3.96,4.14,4.06,4.08,4.13
Ipswich Oatmeal Stout,Stout - Oatmeal,7.0,20,40,7,32,5,77,75,2,0,8,48,7,160,4.12,4.23,4.13,4.21,4.15
Trader Joe's Stockyard Oatmeal Stout,Stout - Oatmeal,5.2,20,40,8,81,6,58,51,2,0,8,24,3,148,3.82,3.92,3.74,3.88,3.94
Oatis,Stout - Oatmeal,7.0,20,40,12,96,10,67,61,10,0,18,38,15,142,3.88,3.98,3.76,3.95,3.96
Earl Coffee Oatmeal Stout,Stout - Oatmeal,7.2,20,40,15,32,18,25,85,14,0,17,86,20,47,4.15,4.26,4.06,4.19,4.16
Vanilla Oatis,Stout - Oatmeal,7.0,20,40,12,90,22,55,53,2,0,0,30,51,129,4.06,4.12,3.94,4.06,4.12
Beer Geek Bacon,Stout - Oatmeal,7.5,20,40,13,57,15,84,32,11,0,10,25,4,111,3.99,4.27,3.89,3.86,3.81
Oatmeal Stout,Stout - Oatmeal,5.4,20,40,13,32,7,67,68,2,1,8,19,6,132,3.81,3.85,3.68,3.85,3.91
Buffalo Bill's Blueberry Oatmeal Stout,Stout - Oatmeal,7.5,20,40,8,67,19,59,122,17,2,87,52,6,128,3.56,3.6,3.38,3.31,3.32
Obovoid,Stout - Oatmeal,8.0,20,40,7,97,21,41,84,14,0,18,24,23,119,4.33,4.17,4.0,4.5,4.33
Convict Hill Oatmeal Stout,Stout - Oatmeal,8.0,20,40,4,71,10,42,36,4,0,8,24,4,93,3.87,3.96,3.89,3.92,3.9
Ohio City Oatmeal Stout,Stout - Oatmeal,5.4,20,40,14,82,2,40,40,3,0,3,24,3,134,3.92,4.12,3.9,3.88,4.02
Coffee Oatmeal Stout,Stout - Oatmeal,6.0,20,40,15,83,4,25,43,11,0,10,50,4,151,4.26,4.17,4.12,4.29,4.27
Stout,Stout - Oatmeal,5.7,20,40,8,100,11,63,81,12,1,16,33,11,159,3.69,3.75,3.68,3.73,3.9
Oatmeal Stout,Stout - Oatmeal,4.7,20,40,8,93,1,44,29,0,0,0,24,6,100,3.83,4.34,4.2,4.07,4.23
Overcast Espresso Stout,Stout - Oatmeal,5.8,20,40,15,99,10,74,41,5,0,5,13,9,156,4.0,3.98,3.73,3.87,3.84
Dark Star,Stout - Oatmeal,8.0,20,40,16,32,6,90,78,6,1,9,44,11,150,3.5,3.5,3.75,4.0,3.75
Down 'N Dirty Chocolate Oatmeal Stout,Stout - Oatmeal,6.3,20,40,20,32,22,104,113,12,2,6,67,21,47,3.9,4.0,3.96,3.99,4.04
Old Rasputin,Stout - Russian Imperial,9.0,20,40,11,87,18,68,49,9,0,17,23,11,102,4.3,4.4,4.19,4.35,4.16
Parabola,Stout - Russian Imperial,5.0,20,40,7,74,7,33,62,6,0,18,11,20,105,4.39,4.29,4.4,4.55,4.42
Black Chocolate Stout,Stout - Russian Imperial,10.0,20,40,12,32,34,45,82,7,0,6,30,10,111,4.11,4.29,4.17,4.22,4.03
Narwhal Imperial Stout,Stout - Russian Imperial,10.2,20,40,3,69,18,73,57,16,0,25,25,15,118,3.88,4.38,3.88,4.12,3.0
Dark Lord Imperial Stout,Stout - Russian Imperial,5.0,20,40,5,85,24,48,102,16,0,26,5,27,110,4.37,4.41,4.47,4.41,4.15
Darkness,Stout - Russian Imperial,5.0,20,40,13,32,30,25,118,31,0,80,74,30,163,4.31,4.54,4.47,4.43,4.3
Plead The 5th Imperial Stout,Stout - Russian Imperial,11.0,20,40,2,75,28,54,71,10,0,19,18,8,112,4.15,4.12,4.17,4.22,4.11
Imperial StoutSamuel Smith Old Brewery (Tadcaster),Stout - Russian Imperial,7.0,20,40,11,92,25,54,112,30,2,61,31,15,119,4.12,4.3,4.14,4.23,4.17
Blackout Stout,Stout - Russian Imperial,9.9,20,40,6,82,20,63,54,12,0,12,36,4,89,4.14,4.14,4.15,4.29,4.18
Bourbon Barrel Aged Plead The 5th,Stout - Russian Imperial,5.0,20,40,7,88,7,45,70,11,0,17,19,32,117,4.51,4.3,4.44,4.5,4.48
Marshal Zhukov's Imperial Stout,Stout - Russian Imperial,5.0,20,40,9,32,23,25,115,15,0,41,55,19,168,4.13,4.33,4.22,4.22,4.05
B.O.R.I.S. The Crusher,Stout - Russian Imperial,9.4,20,40,6,32,30,68,114,22,1,36,27,15,155,4.16,4.15,4.29,4.31,4.17
Black OPS,Stout - Russian Imperial,5.0,20,40,5,85,7,29,67,15,0,30,16,24,120,4.19,4.38,4.02,4.14,4.01
Imperial Stout,Stout - Russian Imperial,9.9,20,40,4,80,14,70,56,8,0,14,34,25,94,3.64,3.5,3.67,3.69,3.64
Siberian Night Imperial Stout,Stout - Russian Imperial,9.7,20,40,10,32,23,77,77,6,0,13,47,16,119,4.12,4.18,4.13,4.23,4.16
Blackout Stout - Barrel-Aged,Stout - Russian Imperial,9.5,20,40,4,72,44,17,51,11,0,8,3,18,78,4.37,4.13,4.22,4.46,4.28
Black Albert,Stout - Russian Imperial,5.0,20,40,10,32,38,73,102,27,1,63,39,19,123,4.14,4.38,4.24,4.28,4.18
Blaecorn Unidragon,Stout - Russian Imperial,11.5,20,40,5,87,19,96,49,5,0,10,64,29,112,3.95,4.21,4.07,4.08,4.05
Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Stout - Russian Imperial,9.2,20,40,11,101,35,67,82,21,0,28,22,20,139,3.82,4.16,3.84,3.83,3.72
Peg Leg Imperial Stout,Stout - Russian Imperial,8.0,20,40,12,75,11,69,54,6,0,10,42,6,99,3.54,3.72,3.51,3.61,3.66
Sexual Chocolate,Stout - Russian Imperial,9.75,20,40,6,32,16,79,89,18,2,30,30,14,141,4.08,4.26,4.1,4.15,4.11
D.O.R.I.S. The Destroyer,Stout - Russian Imperial,10.5,20,40,8,101,39,58,80,16,0,32,23,20,113,4.12,4.25,4.26,4.19,4.09
Imperial Stout Trooper,Stout - Russian Imperial,8.5,20,40,9,32,20,39,68,11,0,26,15,13,111,4.11,4.3,4.22,4.26,4.19
Imperial Stout,Stout - Russian Imperial,11.0,20,40,18,32,37,25,82,16,1,24,102,25,164,4.12,4.33,4.2,4.15,3.88
Sexual Chocolate - Barrel-Aged,Stout - Russian Imperial,9.6,20,40,3,32,7,35,77,5,1,11,11,9,146,4.43,4.25,4.18,4.41,4.32
Smuttynose Imperial Stout (Big Beer Series),Stout - Russian Imperial,10.5,20,40,7,95,13,92,69,12,0,23,63,7,114,4.04,4.21,4.05,4.08,3.97
Bourbon Barrel Aged Siberian Night Imperial Stout,Stout - Russian Imperial,10.9,20,40,10,32,7,50,97,11,0,40,12,45,190,4.11,4.25,4.06,4.15,4.06
Dark Apparition,Stout - Russian Imperial,10.5,20,40,11,86,34,65,87,10,0,24,26,15,148,4.1,4.08,3.89,4.11,4.07
Wake Up Dead,Stout - Russian Imperial,10.2,20,40,7,32,22,54,66,12,0,22,22,15,90,3.89,3.82,3.76,3.85,3.91
Northwind,Stout - Russian Imperial,9.1,20,40,6,76,15,47,63,16,0,35,36,12,98,3.65,3.87,3.68,3.74,3.78
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Stout - Russian Imperial,5.0,20,40,2,66,7,15,78,8,0,15,2,12,85,4.58,4.46,4.61,4.59,4.3
Black Metal Farmhouse Imperial Stout,Stout - Russian Imperial,9.1,20,40,13,73,20,43,62,10,2,40,17,10,95,4.08,4.22,4.0,4.17,4.12
Imperial Stout,Stout - Russian Imperial,9.0,20,40,11,94,19,77,77,11,1,27,27,14,126,4.06,4.32,4.08,4.15,4.07
Rabid Duck,Stout - Russian Imperial,10.0,20,40,10,32,28,103,73,3,0,13,55,13,127,4.04,4.14,3.94,3.98,3.88
Ivan The Terrible Imperial Stout - Barrel-Aged,Stout - Russian Imperial,5.0,20,40,16,83,7,55,71,16,0,38,43,33,153,4.3,4.32,4.17,4.37,4.29
Milk Stout,Stout - Sweet / Milk,6.0,15,25,7,32,7,48,56,14,0,4,28,4,95,3.78,3.8,3.81,3.95,3.94
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Stout - Sweet / Milk,4.9,15,25,6,89,5,58,55,9,1,5,21,4,86,3.91,4.05,3.83,3.96,3.99
Moo-Hoo Chocolate Milk Stout,Stout - Sweet / Milk,6.1,15,25,9,32,8,70,84,9,1,3,56,11,128,3.83,3.92,3.88,3.97,4.01
2XSTOUT,Stout - Sweet / Milk,7.5,15,25,11,89,13,35,62,10,0,7,17,7,86,3.45,3.7,3.75,3.7,3.58
Milk Stout,Stout - Sweet / Milk,5.7,15,25,12,89,8,45,51,28,0,2,19,2,88,3.82,3.82,3.77,3.87,3.88
Moloko,Stout - Sweet / Milk,8.0,15,25,5,32,9,66,90,20,0,14,38,13,117,4.01,4.03,4.09,4.14,4.12
Gingerbread Stout,Stout - Sweet / Milk,9.2,15,25,5,32,27,22,71,15,2,10,6,4,124,4.5,4.5,4.5,4.64,4.43
Milk Stout,Stout - Sweet / Milk,5.3,15,25,6,32,5,51,82,12,0,8,12,5,98,3.84,3.91,3.79,3.93,3.92
Too Cream Stout,Stout - Sweet / Milk,7.5,15,25,20,32,13,83,79,15,2,16,30,21,132,3.94,3.91,3.83,3.89,3.89
Cream Stout,Stout - Sweet / Milk,6.5,15,25,5,32,9,71,101,8,0,17,44,12,119,3.85,3.89,3.84,3.93,3.88
Neapolitan Milk Stout,Stout - Sweet / Milk,6.0,15,25,2,32,7,25,96,8,0,54,16,27,84,4.06,3.94,4.0,4.25,4.12
72 Imperial Chocolate Cream Stout,Stout - Sweet / Milk,7.2,15,25,8,32,13,48,90,12,0,14,20,17,147,3.88,3.88,4.08,4.23,4.19
Moo Thunder Stout Farmhouse Ale,Stout - Sweet / Milk,4.9,15,25,6,85,3,25,54,5,0,2,12,2,59,3.56,3.67,3.38,3.57,3.66
Mother's Milk Stout,Stout - Sweet / Milk,6.0,15,25,5,32,6,41,64,6,0,0,19,4,77,3.76,3.87,3.69,3.83,3.87
Mackeson Triple XXX Stout,Stout - Sweet / Milk,4.9,15,25,7,32,5,39,72,14,1,4,25,7,87,3.99,4.18,4.01,4.12,4.03
Oatmeal Milk Stout,Stout - Sweet / Milk,6.7,15,25,3,32,10,34,73,9,0,15,16,6,117,3.87,3.96,3.85,4.04,3.98
Moo Joos,Stout - Sweet / Milk,5.8,15,25,9,85,9,43,63,18,2,5,15,1,98,3.98,3.71,3.83,3.98,3.95
Brown Shugga',Strong Ale - American,10.0,40,40,3,39,38,50,52,24,0,47,59,5,78,3.92,3.97,3.93,4.0,3.86
Undercover Investigation Shut-down Ale,Strong Ale - American,9.6,40,40,11,33,29,56,65,33,0,44,70,6,59,3.95,3.96,3.9,3.98,3.91
The Hairy Eyeball,Strong Ale - American,9.1,40,40,11,58,30,33,95,16,2,30,41,8,101,3.77,3.97,3.88,3.9,3.77
Samuel Adams UtopiasBoston Beer Company (Samuel Adams),Strong Ale - American,5.0,40,40,8,44,7,30,108,18,0,76,13,42,107,4.45,4.2,4.25,4.47,4.07
Mélange No. 3,Strong Ale - American,5.0,40,40,6,60,7,18,99,23,0,57,10,21,114,4.42,4.06,4.3,4.42,4.09
Deliverance,Strong Ale - American,5.0,40,40,7,93,7,35,120,25,0,54,17,26,130,4.33,3.99,4.08,4.31,4.03
The Angel's Share - Bourbon Barrel-Aged,Strong Ale - American,5.0,40,40,8,57,7,16,95,14,0,37,11,27,130,4.39,3.9,3.94,4.34,4.01
Fred,Strong Ale - American,10.0,40,40,13,61,39,37,118,54,0,73,48,20,98,4.11,4.17,4.15,4.23,3.97
Life and Limb,Strong Ale - American,10.2,40,40,6,52,31,24,129,10,0,13,36,22,112,3.82,4.11,3.95,4.0,3.89
B-Bomb (Bourbon Abominable Winter Ale),Strong Ale - American,5.0,40,40,5,94,7,42,93,11,0,41,20,48,153,4.46,4.0,4.42,4.33,4.33
Double Dead Guy Ale,Strong Ale - American,9.0,40,40,12,45,38,39,77,34,0,35,58,10,102,3.79,4.05,3.9,3.93,3.82
Chocolate Ale,Strong Ale - American,8.7,40,40,10,32,24,46,124,16,0,22,25,22,169,3.99,3.92,3.89,4.01,3.86
Eye of the Hawk,Strong Ale - American,8.0,40,40,12,21,28,40,52,23,0,25,44,4,57,3.53,3.63,3.61,3.63,3.62
Matt,Strong Ale - American,11.5,40,40,8,40,7,13,87,34,0,50,8,36,70,4.55,3.88,4.17,4.51,4.3
The Angel's Share - Brandy Barrel-Aged,Strong Ale - American,5.0,40,40,8,50,7,16,81,26,0,30,5,17,83,4.16,3.37,3.43,3.98,3.57
Ale To The Chief,Strong Ale - American,8.75,40,40,16,57,23,82,93,67,1,81,16,8,107,4.1,4.1,4.0,4.08,3.99
Fred From The Wood,Strong Ale - American,10.0,40,40,12,58,39,26,108,24,1,46,18,49,82,4.21,4.12,4.17,4.27,4.04
Bell Ringer,Strong Ale - American,8.0,40,40,10,35,27,52,61,28,1,31,59,0,65,3.6,3.8,3.77,3.76,3.77
Bourbon Fred From The Wood,Strong Ale - American,5.0,40,40,12,59,7,24,52,29,0,47,9,27,158,4.16,3.4,3.38,4.27,3.85
Maple Tripple Ale,Strong Ale - American,5.0,40,40,7,37,39,16,52,13,0,16,14,5,141,4.09,3.91,4.0,4.36,4.18
Wailing Wench,Strong Ale - American,8.0,40,40,23,73,45,25,103,47,1,56,16,19,119,4.0,4.17,3.95,3.99,3.95
Quilter's Irish Death,Strong Ale - American,7.8,40,40,10,59,21,24,46,4,0,6,13,6,71,3.58,3.74,3.8,3.81,3.87
Triple Bag,Strong Ale - American,11.0,40,40,7,50,7,54,94,24,0,34,67,14,99,3.74,3.8,3.82,3.85,3.77
He'Brew Origin Pomegranate Ale,Strong Ale - American,8.0,40,40,12,32,33,57,96,61,0,102,62,1,76,3.57,3.79,3.55,3.58,3.54
John Henry 3 Lick Spiker Ale,Strong Ale - American,9.1,40,40,15,75,7,34,67,12,0,18,18,25,136,3.8,3.72,3.73,3.72,3.62
Barmy,Strong Ale - American,5.0,40,40,14,60,7,23,52,56,0,115,37,17,93,3.81,3.88,3.81,3.91,3.75
Boatswain H.L.V. Ale (Heavy Lift Vessel),Strong Ale - American,7.0,40,40,6,19,23,39,42,13,0,22,49,7,37,3.67,3.83,3.5,4.17,3.83
Raspberry Strong Ale,Strong Ale - American,9.0,40,40,14,34,27,13,52,55,0,97,14,4,55,3.85,3.97,3.79,3.78,3.62
Pray For Snow,Strong Ale - American,7.0,40,40,8,66,33,65,84,31,0,47,81,26,154,3.33,3.67,3.67,3.5,3.5
Colossus,Strong Ale - American,5.0,40,40,11,59,7,23,52,61,1,90,16,4,69,3.86,3.85,3.95,4.04,3.76
BART,Strong Ale - American,5.0,40,40,6,83,7,38,96,22,0,24,19,27,129,4.14,3.93,4.14,4.43,4.29
Super Kitty,Strong Ale - American,5.0,40,40,7,56,7,63,102,26,0,26,75,7,97,4.11,4.03,4.03,4.18,3.9
Grande Réserve (Blue),Strong Ale - Belgian Dark,9.0,25,50,4,38,27,8,65,13,0,40,5,9,45,4.2,4.21,4.24,4.37,4.25
Trappistes Rochefort 8,Strong Ale - Belgian Dark,9.2,25,50,10,44,28,18,125,34,0,68,15,28,88,4.25,4.24,4.24,4.36,4.23
Trois Pistoles,Strong Ale - Belgian Dark,9.0,25,50,6,47,25,29,88,35,1,87,20,33,74,4.14,4.12,4.08,4.26,4.11
Raison D'Être,Strong Ale - Belgian Dark,8.0,25,50,5,41,27,19,105,31,1,67,13,10,57,3.63,3.75,3.68,3.7,3.57
Gulden Draak,Strong Ale - Belgian Dark,10.5,25,50,4,46,28,14,102,41,0,62,16,22,75,4.12,4.22,4.12,4.26,4.05
The Mad Elf,Strong Ale - Belgian Dark,11.0,25,50,10,35,30,24,71,16,0,57,19,20,53,3.88,3.84,3.8,3.93,3.82
Brother Thelonious,Strong Ale - Belgian Dark,9.4,25,50,4,29,29,13,69,22,1,49,8,24,48,3.83,3.83,3.73,3.82,3.74
Delirium Nocturnum,Strong Ale - Belgian Dark,8.5,25,50,8,44,30,29,101,46,1,78,27,15,70,3.92,4.07,3.88,3.96,3.86
Black,Strong Ale - Belgian Dark,7.5,25,50,9,95,18,69,83,17,0,28,35,9,144,3.88,4.09,3.96,4.08,4.05
